REGION,TECHNOLOGY,EMISSION,YEAR,value
Atlantis,HF_Imp,CO2,2014,0.0
Atlantis,HF_Imp,CO2,2015,0.0
Atlantis,HF_Imp,CO2,2016,0.0
Atlantis,HF_Imp,CO2,2017,0.0
Atlantis,HF_Imp,CO2,2018,0.0
Atlantis,HF_Imp,CO2,2019,0.0
Atlantis,HF_Imp,CO2,2020,0.0
Atlantis,HF_Imp,CO2,2021,0.0
Atlantis,HF_Imp,CO2,2022,0.0
Atlantis,HF_Imp,CO2,2023,0.0
Atlantis,HF_Imp,CO2,2024,0.0
Atlantis,HF_Imp,CO2,2025,0.0
Atlantis,HF_Imp,CO2,2026,0.0
Atlantis,HF_Imp,CO2,2027,0.0
Atlantis,HF_Imp,CO2,2028,0.0
Atlantis,HF_Imp,CO2,2029,0.0
Atlantis,HF_Imp,CO2,2030,0.0
Atlantis,HF_Imp,CO2,2031,0.0
Atlantis,HF_Imp,CO2,2032,0.0
Atlantis,HF_Imp,CO2,2033,0.0
Atlantis,HF_Imp,CO2,2034,0.0
Atlantis,HF_Imp,CO2,2035,0.0
Atlantis,HF_Imp,CO2,2036,0.0
Atlantis,HF_Imp,CO2,2037,0.0
Atlantis,HF_Imp,CO2,2038,0.0
Atlantis,HF_Imp,CO2,2039,0.0
Atlantis,HF_Imp,CO2,2040,0.0
Atlantis,HF_Imp,Nox,2014,0.0
Atlantis,HF_Imp,Nox,2015,0.0
Atlantis,HF_Imp,Nox,2016,0.0
Atlantis,HF_Imp,Nox,2017,0.0
Atlantis,HF_Imp,Nox,2018,0.0
Atlantis,HF_Imp,Nox,2019,0.0
Atlantis,HF_Imp,Nox,2020,0.0
Atlantis,HF_Imp,Nox,2021,0.0
Atlantis,HF_Imp,Nox,2022,0.0
Atlantis,HF_Imp,Nox,2023,0.0
Atlantis,HF_Imp,Nox,2024,0.0
Atlantis,HF_Imp,Nox,2025,0.0
Atlantis,HF_Imp,Nox,2026,0.0
Atlantis,HF_Imp,Nox,2027,0.0
Atlantis,HF_Imp,Nox,2028,0.0
Atlantis,HF_Imp,Nox,2029,0.0
Atlantis,HF_Imp,Nox,2030,0.0
Atlantis,HF_Imp,Nox,2031,0.0
Atlantis,HF_Imp,Nox,2032,0.0
Atlantis,HF_Imp,Nox,2033,0.0
Atlantis,HF_Imp,Nox,2034,0.0
Atlantis,HF_Imp,Nox,2035,0.0
Atlantis,HF_Imp,Nox,2036,0.0
Atlantis,HF_Imp,Nox,2037,0.0
Atlantis,HF_Imp,Nox,2038,0.0
Atlantis,HF_Imp,Nox,2039,0.0
Atlantis,HF_Imp,Nox,2040,0.0
Atlantis,DS_Imp,CO2,2014,0.0
Atlantis,DS_Imp,CO2,2015,0.0
Atlantis,DS_Imp,CO2,2016,0.0
Atlantis,DS_Imp,CO2,2017,0.0
Atlantis,DS_Imp,CO2,2018,0.0
Atlantis,DS_Imp,CO2,2019,0.0
Atlantis,DS_Imp,CO2,2020,0.0
Atlantis,DS_Imp,CO2,2021,0.0
Atlantis,DS_Imp,CO2,2022,0.0
Atlantis,DS_Imp,CO2,2023,0.0
Atlantis,DS_Imp,CO2,2024,0.0
Atlantis,DS_Imp,CO2,2025,0.0
Atlantis,DS_Imp,CO2,2026,0.0
Atlantis,DS_Imp,CO2,2027,0.0
Atlantis,DS_Imp,CO2,2028,0.0
Atlantis,DS_Imp,CO2,2029,0.0
Atlantis,DS_Imp,CO2,2030,0.0
Atlantis,DS_Imp,CO2,2031,0.0
Atlantis,DS_Imp,CO2,2032,0.0
Atlantis,DS_Imp,CO2,2033,0.0
Atlantis,DS_Imp,CO2,2034,0.0
Atlantis,DS_Imp,CO2,2035,0.0
Atlantis,DS_Imp,CO2,2036,0.0
Atlantis,DS_Imp,CO2,2037,0.0
Atlantis,DS_Imp,CO2,2038,0.0
Atlantis,DS_Imp,CO2,2039,0.0
Atlantis,DS_Imp,CO2,2040,0.0
Atlantis,DS_Imp,Nox,2014,0.0
Atlantis,DS_Imp,Nox,2015,0.0
Atlantis,DS_Imp,Nox,2016,0.0
Atlantis,DS_Imp,Nox,2017,0.0
Atlantis,DS_Imp,Nox,2018,0.0
Atlantis,DS_Imp,Nox,2019,0.0
Atlantis,DS_Imp,Nox,2020,0.0
Atlantis,DS_Imp,Nox,2021,0.0
Atlantis,DS_Imp,Nox,2022,0.0
Atlantis,DS_Imp,Nox,2023,0.0
Atlantis,DS_Imp,Nox,2024,0.0
Atlantis,DS_Imp,Nox,2025,0.0
Atlantis,DS_Imp,Nox,2026,0.0
Atlantis,DS_Imp,Nox,2027,0.0
Atlantis,DS_Imp,Nox,2028,0.0
Atlantis,DS_Imp,Nox,2029,0.0
Atlantis,DS_Imp,Nox,2030,0.0
Atlantis,DS_Imp,Nox,2031,0.0
Atlantis,DS_Imp,Nox,2032,0.0
Atlantis,DS_Imp,Nox,2033,0.0
Atlantis,DS_Imp,Nox,2034,0.0
Atlantis,DS_Imp,Nox,2035,0.0
Atlantis,DS_Imp,Nox,2036,0.0
Atlantis,DS_Imp,Nox,2037,0.0
Atlantis,DS_Imp,Nox,2038,0.0
Atlantis,DS_Imp,Nox,2039,0.0
Atlantis,DS_Imp,Nox,2040,0.0
Atlantis,NG_Imp,CO2,2014,0.0
Atlantis,NG_Imp,CO2,2015,0.0
Atlantis,NG_Imp,CO2,2016,0.0
Atlantis,NG_Imp,CO2,2017,0.0
Atlantis,NG_Imp,CO2,2018,0.0
Atlantis,NG_Imp,CO2,2019,0.0
Atlantis,NG_Imp,CO2,2020,0.0
Atlantis,NG_Imp,CO2,2021,0.0
Atlantis,NG_Imp,CO2,2022,0.0
Atlantis,NG_Imp,CO2,2023,0.0
Atlantis,NG_Imp,CO2,2024,0.0
Atlantis,NG_Imp,CO2,2025,0.0
Atlantis,NG_Imp,CO2,2026,0.0
Atlantis,NG_Imp,CO2,2027,0.0
Atlantis,NG_Imp,CO2,2028,0.0
Atlantis,NG_Imp,CO2,2029,0.0
Atlantis,NG_Imp,CO2,2030,0.0
Atlantis,NG_Imp,CO2,2031,0.0
Atlantis,NG_Imp,CO2,2032,0.0
Atlantis,NG_Imp,CO2,2033,0.0
Atlantis,NG_Imp,CO2,2034,0.0
Atlantis,NG_Imp,CO2,2035,0.0
Atlantis,NG_Imp,CO2,2036,0.0
Atlantis,NG_Imp,CO2,2037,0.0
Atlantis,NG_Imp,CO2,2038,0.0
Atlantis,NG_Imp,CO2,2039,0.0
Atlantis,NG_Imp,CO2,2040,0.0
Atlantis,NG_Imp,Nox,2014,0.0
Atlantis,NG_Imp,Nox,2015,0.0
Atlantis,NG_Imp,Nox,2016,0.0
Atlantis,NG_Imp,Nox,2017,0.0
Atlantis,NG_Imp,Nox,2018,0.0
Atlantis,NG_Imp,Nox,2019,0.0
Atlantis,NG_Imp,Nox,2020,0.0
Atlantis,NG_Imp,Nox,2021,0.0
Atlantis,NG_Imp,Nox,2022,0.0
Atlantis,NG_Imp,Nox,2023,0.0
Atlantis,NG_Imp,Nox,2024,0.0
Atlantis,NG_Imp,Nox,2025,0.0
Atlantis,NG_Imp,Nox,2026,0.0
Atlantis,NG_Imp,Nox,2027,0.0
Atlantis,NG_Imp,Nox,2028,0.0
Atlantis,NG_Imp,Nox,2029,0.0
Atlantis,NG_Imp,Nox,2030,0.0
Atlantis,NG_Imp,Nox,2031,0.0
Atlantis,NG_Imp,Nox,2032,0.0
Atlantis,NG_Imp,Nox,2033,0.0
Atlantis,NG_Imp,Nox,2034,0.0
Atlantis,NG_Imp,Nox,2035,0.0
Atlantis,NG_Imp,Nox,2036,0.0
Atlantis,NG_Imp,Nox,2037,0.0
Atlantis,NG_Imp,Nox,2038,0.0
Atlantis,NG_Imp,Nox,2039,0.0
Atlantis,NG_Imp,Nox,2040,0.0
Atlantis,CO_Imp,CO2,2014,0.0
Atlantis,CO_Imp,CO2,2015,0.0
Atlantis,CO_Imp,CO2,2016,0.0
Atlantis,CO_Imp,CO2,2017,0.0
Atlantis,CO_Imp,CO2,2018,0.0
Atlantis,CO_Imp,CO2,2019,0.0
Atlantis,CO_Imp,CO2,2020,0.0
Atlantis,CO_Imp,CO2,2021,0.0
Atlantis,CO_Imp,CO2,2022,0.0
Atlantis,CO_Imp,CO2,2023,0.0
Atlantis,CO_Imp,CO2,2024,0.0
Atlantis,CO_Imp,CO2,2025,0.0
Atlantis,CO_Imp,CO2,2026,0.0
Atlantis,CO_Imp,CO2,2027,0.0
Atlantis,CO_Imp,CO2,2028,0.0
Atlantis,CO_Imp,CO2,2029,0.0
Atlantis,CO_Imp,CO2,2030,0.0
Atlantis,CO_Imp,CO2,2031,0.0
Atlantis,CO_Imp,CO2,2032,0.0
Atlantis,CO_Imp,CO2,2033,0.0
Atlantis,CO_Imp,CO2,2034,0.0
Atlantis,CO_Imp,CO2,2035,0.0
Atlantis,CO_Imp,CO2,2036,0.0
Atlantis,CO_Imp,CO2,2037,0.0
Atlantis,CO_Imp,CO2,2038,0.0
Atlantis,CO_Imp,CO2,2039,0.0
Atlantis,CO_Imp,CO2,2040,0.0
Atlantis,CO_Imp,Nox,2014,0.0
Atlantis,CO_Imp,Nox,2015,0.0
Atlantis,CO_Imp,Nox,2016,0.0
Atlantis,CO_Imp,Nox,2017,0.0
Atlantis,CO_Imp,Nox,2018,0.0
Atlantis,CO_Imp,Nox,2019,0.0
Atlantis,CO_Imp,Nox,2020,0.0
Atlantis,CO_Imp,Nox,2021,0.0
Atlantis,CO_Imp,Nox,2022,0.0
Atlantis,CO_Imp,Nox,2023,0.0
Atlantis,CO_Imp,Nox,2024,0.0
Atlantis,CO_Imp,Nox,2025,0.0
Atlantis,CO_Imp,Nox,2026,0.0
Atlantis,CO_Imp,Nox,2027,0.0
Atlantis,CO_Imp,Nox,2028,0.0
Atlantis,CO_Imp,Nox,2029,0.0
Atlantis,CO_Imp,Nox,2030,0.0
Atlantis,CO_Imp,Nox,2031,0.0
Atlantis,CO_Imp,Nox,2032,0.0
Atlantis,CO_Imp,Nox,2033,0.0
Atlantis,CO_Imp,Nox,2034,0.0
Atlantis,CO_Imp,Nox,2035,0.0
Atlantis,CO_Imp,Nox,2036,0.0
Atlantis,CO_Imp,Nox,2037,0.0
Atlantis,CO_Imp,Nox,2038,0.0
Atlantis,CO_Imp,Nox,2039,0.0
Atlantis,CO_Imp,Nox,2040,0.0
Atlantis,UR_Imp,CO2,2014,0.0
Atlantis,UR_Imp,CO2,2015,0.0
Atlantis,UR_Imp,CO2,2016,0.0
Atlantis,UR_Imp,CO2,2017,0.0
Atlantis,UR_Imp,CO2,2018,0.0
Atlantis,UR_Imp,CO2,2019,0.0
Atlantis,UR_Imp,CO2,2020,0.0
Atlantis,UR_Imp,CO2,2021,0.0
Atlantis,UR_Imp,CO2,2022,0.0
Atlantis,UR_Imp,CO2,2023,0.0
Atlantis,UR_Imp,CO2,2024,0.0
Atlantis,UR_Imp,CO2,2025,0.0
Atlantis,UR_Imp,CO2,2026,0.0
Atlantis,UR_Imp,CO2,2027,0.0
Atlantis,UR_Imp,CO2,2028,0.0
Atlantis,UR_Imp,CO2,2029,0.0
Atlantis,UR_Imp,CO2,2030,0.0
Atlantis,UR_Imp,CO2,2031,0.0
Atlantis,UR_Imp,CO2,2032,0.0
Atlantis,UR_Imp,CO2,2033,0.0
Atlantis,UR_Imp,CO2,2034,0.0
Atlantis,UR_Imp,CO2,2035,0.0
Atlantis,UR_Imp,CO2,2036,0.0
Atlantis,UR_Imp,CO2,2037,0.0
Atlantis,UR_Imp,CO2,2038,0.0
Atlantis,UR_Imp,CO2,2039,0.0
Atlantis,UR_Imp,CO2,2040,0.0
Atlantis,UR_Imp,Nox,2014,0.0
Atlantis,UR_Imp,Nox,2015,0.0
Atlantis,UR_Imp,Nox,2016,0.0
Atlantis,UR_Imp,Nox,2017,0.0
Atlantis,UR_Imp,Nox,2018,0.0
Atlantis,UR_Imp,Nox,2019,0.0
Atlantis,UR_Imp,Nox,2020,0.0
Atlantis,UR_Imp,Nox,2021,0.0
Atlantis,UR_Imp,Nox,2022,0.0
Atlantis,UR_Imp,Nox,2023,0.0
Atlantis,UR_Imp,Nox,2024,0.0
Atlantis,UR_Imp,Nox,2025,0.0
Atlantis,UR_Imp,Nox,2026,0.0
Atlantis,UR_Imp,Nox,2027,0.0
Atlantis,UR_Imp,Nox,2028,0.0
Atlantis,UR_Imp,Nox,2029,0.0
Atlantis,UR_Imp,Nox,2030,0.0
Atlantis,UR_Imp,Nox,2031,0.0
Atlantis,UR_Imp,Nox,2032,0.0
Atlantis,UR_Imp,Nox,2033,0.0
Atlantis,UR_Imp,Nox,2034,0.0
Atlantis,UR_Imp,Nox,2035,0.0
Atlantis,UR_Imp,Nox,2036,0.0
Atlantis,UR_Imp,Nox,2037,0.0
Atlantis,UR_Imp,Nox,2038,0.0
Atlantis,UR_Imp,Nox,2039,0.0
Atlantis,UR_Imp,Nox,2040,0.0
Atlantis,NGSC,CO2,2014,0.0
Atlantis,NGSC,CO2,2015,0.0
Atlantis,NGSC,CO2,2016,0.0
Atlantis,NGSC,CO2,2017,0.0
Atlantis,NGSC,CO2,2018,0.0
Atlantis,NGSC,CO2,2019,0.0
Atlantis,NGSC,CO2,2020,0.0
Atlantis,NGSC,CO2,2021,0.0
Atlantis,NGSC,CO2,2022,0.0
Atlantis,NGSC,CO2,2023,0.0
Atlantis,NGSC,CO2,2024,0.0
Atlantis,NGSC,CO2,2025,0.0
Atlantis,NGSC,CO2,2026,0.0
Atlantis,NGSC,CO2,2027,0.0
Atlantis,NGSC,CO2,2028,0.0
Atlantis,NGSC,CO2,2029,0.0
Atlantis,NGSC,CO2,2030,0.0
Atlantis,NGSC,CO2,2031,0.0
Atlantis,NGSC,CO2,2032,0.0
Atlantis,NGSC,CO2,2033,0.0
Atlantis,NGSC,CO2,2034,0.0
Atlantis,NGSC,CO2,2035,0.0
Atlantis,NGSC,CO2,2036,0.0
Atlantis,NGSC,CO2,2037,0.0
Atlantis,NGSC,CO2,2038,0.0
Atlantis,NGSC,CO2,2039,0.0
Atlantis,NGSC,CO2,2040,0.0
Atlantis,NGSC,Nox,2014,0.0
Atlantis,NGSC,Nox,2015,0.0
Atlantis,NGSC,Nox,2016,0.0
Atlantis,NGSC,Nox,2017,0.0
Atlantis,NGSC,Nox,2018,0.0
Atlantis,NGSC,Nox,2019,0.0
Atlantis,NGSC,Nox,2020,0.0
Atlantis,NGSC,Nox,2021,0.0
Atlantis,NGSC,Nox,2022,0.0
Atlantis,NGSC,Nox,2023,0.0
Atlantis,NGSC,Nox,2024,0.0
Atlantis,NGSC,Nox,2025,0.0
Atlantis,NGSC,Nox,2026,0.0
Atlantis,NGSC,Nox,2027,0.0
Atlantis,NGSC,Nox,2028,0.0
Atlantis,NGSC,Nox,2029,0.0
Atlantis,NGSC,Nox,2030,0.0
Atlantis,NGSC,Nox,2031,0.0
Atlantis,NGSC,Nox,2032,0.0
Atlantis,NGSC,Nox,2033,0.0
Atlantis,NGSC,Nox,2034,0.0
Atlantis,NGSC,Nox,2035,0.0
Atlantis,NGSC,Nox,2036,0.0
Atlantis,NGSC,Nox,2037,0.0
Atlantis,NGSC,Nox,2038,0.0
Atlantis,NGSC,Nox,2039,0.0
Atlantis,NGSC,Nox,2040,0.0
Atlantis,DSGC,CO2,2014,0.0
Atlantis,DSGC,CO2,2015,0.0
Atlantis,DSGC,CO2,2016,0.0
Atlantis,DSGC,CO2,2017,0.0
Atlantis,DSGC,CO2,2018,0.0
Atlantis,DSGC,CO2,2019,0.0
Atlantis,DSGC,CO2,2020,0.0
Atlantis,DSGC,CO2,2021,0.0
Atlantis,DSGC,CO2,2022,0.0
Atlantis,DSGC,CO2,2023,0.0
Atlantis,DSGC,CO2,2024,0.0
Atlantis,DSGC,CO2,2025,0.0
Atlantis,DSGC,CO2,2026,0.0
Atlantis,DSGC,CO2,2027,0.0
Atlantis,DSGC,CO2,2028,0.0
Atlantis,DSGC,CO2,2029,0.0
Atlantis,DSGC,CO2,2030,0.0
Atlantis,DSGC,CO2,2031,0.0
Atlantis,DSGC,CO2,2032,0.0
Atlantis,DSGC,CO2,2033,0.0
Atlantis,DSGC,CO2,2034,0.0
Atlantis,DSGC,CO2,2035,0.0
Atlantis,DSGC,CO2,2036,0.0
Atlantis,DSGC,CO2,2037,0.0
Atlantis,DSGC,CO2,2038,0.0
Atlantis,DSGC,CO2,2039,0.0
Atlantis,DSGC,CO2,2040,0.0
Atlantis,DSGC,Nox,2014,0.0
Atlantis,DSGC,Nox,2015,0.0
Atlantis,DSGC,Nox,2016,0.0
Atlantis,DSGC,Nox,2017,0.0
Atlantis,DSGC,Nox,2018,0.0
Atlantis,DSGC,Nox,2019,0.0
Atlantis,DSGC,Nox,2020,0.0
Atlantis,DSGC,Nox,2021,0.0
Atlantis,DSGC,Nox,2022,0.0
Atlantis,DSGC,Nox,2023,0.0
Atlantis,DSGC,Nox,2024,0.0
Atlantis,DSGC,Nox,2025,0.0
Atlantis,DSGC,Nox,2026,0.0
Atlantis,DSGC,Nox,2027,0.0
Atlantis,DSGC,Nox,2028,0.0
Atlantis,DSGC,Nox,2029,0.0
Atlantis,DSGC,Nox,2030,0.0
Atlantis,DSGC,Nox,2031,0.0
Atlantis,DSGC,Nox,2032,0.0
Atlantis,DSGC,Nox,2033,0.0
Atlantis,DSGC,Nox,2034,0.0
Atlantis,DSGC,Nox,2035,0.0
Atlantis,DSGC,Nox,2036,0.0
Atlantis,DSGC,Nox,2037,0.0
Atlantis,DSGC,Nox,2038,0.0
Atlantis,DSGC,Nox,2039,0.0
Atlantis,DSGC,Nox,2040,0.0
Atlantis,IGCC,CO2,2014,0.0
Atlantis,IGCC,CO2,2015,0.0
Atlantis,IGCC,CO2,2016,0.0
Atlantis,IGCC,CO2,2017,0.0
Atlantis,IGCC,CO2,2018,0.0
Atlantis,IGCC,CO2,2019,0.0
Atlantis,IGCC,CO2,2020,0.0
Atlantis,IGCC,CO2,2021,0.0
Atlantis,IGCC,CO2,2022,0.0
Atlantis,IGCC,CO2,2023,0.0
Atlantis,IGCC,CO2,2024,0.0
Atlantis,IGCC,CO2,2025,0.0
Atlantis,IGCC,CO2,2026,0.0
Atlantis,IGCC,CO2,2027,0.0
Atlantis,IGCC,CO2,2028,0.0
Atlantis,IGCC,CO2,2029,0.0
Atlantis,IGCC,CO2,2030,0.0
Atlantis,IGCC,CO2,2031,0.0
Atlantis,IGCC,CO2,2032,0.0
Atlantis,IGCC,CO2,2033,0.0
Atlantis,IGCC,CO2,2034,0.0
Atlantis,IGCC,CO2,2035,0.0
Atlantis,IGCC,CO2,2036,0.0
Atlantis,IGCC,CO2,2037,0.0
Atlantis,IGCC,CO2,2038,0.0
Atlantis,IGCC,CO2,2039,0.0
Atlantis,IGCC,CO2,2040,0.0
Atlantis,IGCC,Nox,2014,0.0
Atlantis,IGCC,Nox,2015,0.0
Atlantis,IGCC,Nox,2016,0.0
Atlantis,IGCC,Nox,2017,0.0
Atlantis,IGCC,Nox,2018,0.0
Atlantis,IGCC,Nox,2019,0.0
Atlantis,IGCC,Nox,2020,0.0
Atlantis,IGCC,Nox,2021,0.0
Atlantis,IGCC,Nox,2022,0.0
Atlantis,IGCC,Nox,2023,0.0
Atlantis,IGCC,Nox,2024,0.0
Atlantis,IGCC,Nox,2025,0.0
Atlantis,IGCC,Nox,2026,0.0
Atlantis,IGCC,Nox,2027,0.0
Atlantis,IGCC,Nox,2028,0.0
Atlantis,IGCC,Nox,2029,0.0
Atlantis,IGCC,Nox,2030,0.0
Atlantis,IGCC,Nox,2031,0.0
Atlantis,IGCC,Nox,2032,0.0
Atlantis,IGCC,Nox,2033,0.0
